dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
2011-01-05,0,1,17,0,3,1,1,3.28,38.0,12.998,190
2011-01-05,0,1,18,0,3,1,1,3.28,38.0,8.9981,169
2011-01-05,0,1,19,0,3,1,1,3.28,38.0,7.0015,132
2011-01-05,0,1,20,0,3,1,1,2.34,47.0,11.0014,89
2011-01-05,0,1,21,0,3,1,1,1.4000000000000004,51.0,12.998,43
2011-01-05,0,1,22,0,3,1,1,0.4599999999999991,55.00000000000001,8.9981,42
2011-01-05,0,1,23,0,3,1,1,1.4000000000000004,47.0,0.0,19
2011-01-06,0,1,0,0,4,1,1,0.4599999999999991,55.00000000000001,0.0,11
2011-01-06,0,1,1,0,4,1,1,-0.4799999999999995,64.0,0.0,4
2011-01-06,0,1,2,0,4,1,1,-0.4799999999999995,64.0,0.0,2
2011-01-06,0,1,4,0,4,1,2,-0.4799999999999995,64.0,6.0032,1
2011-01-06,0,1,5,0,4,1,2,-1.419999999999999,69.0,6.0032,4
2011-01-06,0,1,6,0,4,1,2,-1.419999999999999,63.0,7.0015,36
2011-01-06,0,1,7,0,4,1,2,-0.4799999999999995,59.0,0.0,95
2011-01-06,0,1,8,0,4,1,1,-0.4799999999999995,59.0,0.0,219
2011-01-06,0,1,9,0,4,1,2,0.4599999999999991,51.0,0.0,122
2011-01-06,0,1,10,0,4,1,1,1.4000000000000004,47.0,0.0,45
2011-01-06,0,1,11,0,4,1,1,2.34,44.0,6.0032,59
2011-01-06,0,1,12,0,4,1,1,4.2200000000000015,35.0,0.0,84
2011-01-06,0,1,13,0,4,1,1,4.2200000000000015,35.0,7.0015,67
2011-01-06,0,1,14,0,4,1,1,5.160000000000002,36.0,11.0014,70
2011-01-06,0,1,15,0,4,1,1,5.160000000000002,36.0,0.0,62
2011-01-06,0,1,16,0,4,1,1,4.2200000000000015,38.0,11.0014,86
2011-01-06,0,1,17,0,4,1,1,2.34,51.0,11.0014,172
2011-01-06,0,1,18,0,4,1,1,2.34,51.0,8.9981,163
2011-01-06,0,1,19,0,4,1,1,2.34,55.00000000000001,6.0032,112
2011-01-06,0,1,20,0,4,1,1,1.4000000000000004,51.0,11.0014,69
2011-01-06,0,1,21,0,4,1,2,2.34,55.00000000000001,15.0013,48
2011-01-06,0,1,22,0,4,1,2,2.34,51.0,19.0012,52
2011-01-06,0,1,23,0,4,1,2,1.4000000000000004,59.0,12.998,23
2011-01-07,0,1,0,0,5,1,2,1.4000000000000004,64.0,12.998,17
2011-01-07,0,1,1,0,5,1,2,1.4000000000000004,69.0,15.0013,7
2011-01-07,0,1,2,0,5,1,2,1.4000000000000004,69.0,15.0013,1
2011-01-07,0,1,4,0,5,1,2,1.4000000000000004,69.0,8.9981,1
2011-01-07,0,1,5,0,5,1,3,2.34,55.00000000000001,0.0,5
2011-01-07,0,1,6,0,5,1,2,1.4000000000000004,69.0,0.0,34
2011-01-07,0,1,7,0,5,1,1,1.4000000000000004,69.0,8.9981,84
2011-01-07,0,1,8,0,5,1,1,1.4000000000000004,51.0,16.997899999999998,210
2011-01-07,0,1,9,0,5,1,1,1.4000000000000004,47.0,19.9995,134
2011-01-07,0,1,10,0,5,1,1,2.34,37.0,22.0028,63
2011-01-07,0,1,11,0,5,1,2,1.4000000000000004,40.0,15.0013,67
2011-01-07,0,1,12,0,5,1,2,1.4000000000000004,37.0,16.997899999999998,59
2011-01-07,0,1,13,0,5,1,2,1.4000000000000004,37.0,19.0012,73
2011-01-07,0,1,14,0,5,1,2,1.4000000000000004,40.0,16.997899999999998,50
2011-01-07,0,1,15,0,5,1,2,1.4000000000000004,37.0,11.0014,72
2011-01-07,0,1,16,0,5,1,2,1.4000000000000004,37.0,11.0014,87
2011-01-07,0,1,17,0,5,1,2,1.4000000000000004,37.0,0.0,187
2011-01-07,0,1,18,0,5,1,1,1.4000000000000004,40.0,6.0032,123
2011-01-07,0,1,19,0,5,1,1,-0.4799999999999995,55.00000000000001,6.0032,95
2011-01-07,0,1,20,0,5,1,1,0.4599999999999991,47.0,7.0015,51
2011-01-07,0,1,21,0,5,1,1,0.4599999999999991,47.0,8.9981,39
2011-01-07,0,1,22,0,5,1,2,0.4599999999999991,43.0,11.0014,36
2011-01-07,0,1,23,0,5,1,2,0.4599999999999991,51.0,11.0014,15
2011-01-08,0,1,0,0,6,0,2,0.4599999999999991,51.0,11.0014,25
2011-01-08,0,1,1,0,6,0,2,0.4599999999999991,55.00000000000001,6.0032,16
2011-01-08,0,1,2,0,6,0,2,0.4599999999999991,55.00000000000001,0.0,16
2011-01-08,0,1,3,0,6,0,3,0.4599999999999991,55.00000000000001,11.0014,7
2011-01-08,0,1,4,0,6,0,3,0.4599999999999991,55.00000000000001,11.0014,1
2011-01-08,0,1,5,0,6,0,2,-0.4799999999999995,74.0,11.0014,5
2011-01-08,0,1,6,0,6,0,2,-0.4799999999999995,74.0,11.0014,2
2011-01-08,0,1,7,0,6,0,2,-0.4799999999999995,74.0,7.0015,9
2011-01-08,0,1,8,0,6,0,3,-0.4799999999999995,93.0,7.0015,15
2011-01-08,0,1,9,0,6,0,3,-0.4799999999999995,93.0,7.0015,20
2011-01-08,0,1,10,0,6,0,2,0.4599999999999991,80.0,11.0014,61
2011-01-08,0,1,11,0,6,0,2,1.4000000000000004,69.0,26.0027,62
2011-01-08,0,1,12,0,6,0,2,1.4000000000000004,59.0,23.9994,98
2011-01-08,0,1,13,0,6,0,1,1.4000000000000004,44.0,22.0028,102
2011-01-08,0,1,14,0,6,0,1,1.4000000000000004,32.0,32.9975,95
2011-01-08,0,1,15,0,6,0,1,1.4000000000000004,32.0,30.0026,74
2011-01-08,0,1,16,0,6,0,1,0.4599999999999991,29.0,30.0026,76
2011-01-08,0,1,17,0,6,0,1,-0.4799999999999995,37.0,36.9974,69
2011-01-08,0,1,18,0,6,0,1,-1.419999999999999,39.0,19.9995,55
2011-01-08,0,1,19,0,6,0,1,-1.419999999999999,36.0,16.997899999999998,30
2011-01-08,0,1,20,0,6,0,1,-2.3600000000000003,36.0,16.997899999999998,28
2011-01-08,0,1,21,0,6,0,1,-2.3600000000000003,39.0,23.9994,37
2011-01-08,0,1,22,0,6,0,1,-2.3600000000000003,36.0,26.0027,34
2011-01-08,0,1,23,0,6,0,1,-3.3,39.0,30.0026,22
2011-01-09,0,1,0,0,0,0,1,-3.3,42.0,26.0027,25
2011-01-09,0,1,1,0,0,0,1,-3.3,42.0,31.0009,12
2011-01-09,0,1,2,0,0,0,1,-3.3,46.0,31.0009,11
2011-01-09,0,1,3,0,0,0,1,-3.3,46.0,27.9993,4
2011-01-09,0,1,4,0,0,0,1,-4.24,53.0,12.998,1
2011-01-09,0,1,5,0,0,0,1,-4.24,53.0,12.998,1
2011-01-09,0,1,6,0,0,0,1,-3.3,49.0,19.0012,1
2011-01-09,0,1,7,0,0,0,1,-4.24,53.0,12.998,6
2011-01-09,0,1,8,0,0,0,1,-3.3,49.0,19.0012,10
2011-01-09,0,1,9,0,0,0,1,-2.3600000000000003,46.0,35.0008,19
2011-01-09,0,1,10,0,0,0,1,-1.419999999999999,43.0,26.0027,49
2011-01-09,0,1,11,0,0,0,1,-0.4799999999999995,40.0,35.0008,49
2011-01-09,0,1,12,0,0,0,1,0.4599999999999991,37.0,30.0026,83
2011-01-09,0,1,13,0,0,0,1,1.4000000000000004,34.0,30.0026,75
2011-01-09,0,1,14,0,0,0,1,2.34,32.0,31.0009,72
2011-01-09,0,1,15,0,0,0,1,2.34,35.0,23.9994,82
2011-01-09,0,1,16,0,0,0,1,1.4000000000000004,34.0,30.0026,92
2011-01-09,0,1,17,0,0,0,1,0.4599999999999991,37.0,26.0027,62
2011-01-09,0,1,18,0,0,0,1,-0.4799999999999995,40.0,22.0028,48
2011-01-09,0,1,19,0,0,0,1,-0.4799999999999995,43.0,22.0028,41
2011-01-09,0,1,20,0,0,0,1,-1.419999999999999,46.0,16.997899999999998,38
2011-01-09,0,1,21,0,0,0,1,-1.419999999999999,46.0,27.9993,20
2011-01-09,0,1,22,0,0,0,1,-1.419999999999999,46.0,19.9995,15
2011-01-09,0,1,23,0,0,0,1,-2.3600000000000003,50.0,12.998,6
2011-01-10,0,1,0,0,1,1,1,-2.3600000000000003,50.0,19.0012,5
2011-01-10,0,1,1,0,1,1,1,-2.3600000000000003,50.0,19.0012,1
2011-01-10,0,1,2,0,1,1,1,-2.3600000000000003,50.0,15.0013,3
2011-01-10,0,1,3,0,1,1,1,-2.3600000000000003,50.0,15.0013,1
2011-01-10,0,1,4,0,1,1,1,-3.3,54.0,8.9981,3
2011-01-10,0,1,5,0,1,1,1,-3.3,54.0,16.997899999999998,3
2011-01-10,0,1,6,0,1,1,1,-2.3600000000000003,50.0,19.0012,31
2011-01-10,0,1,7,0,1,1,1,-2.3600000000000003,50.0,15.0013,77
2011-01-10,0,1,8,0,1,1,2,-2.3600000000000003,50.0,19.0012,188
2011-01-10,0,1,9,0,1,1,2,-1.419999999999999,50.0,16.997899999999998,94
2011-01-10,0,1,10,0,1,1,2,-1.419999999999999,50.0,19.9995,31
2011-01-10,0,1,11,0,1,1,2,-0.4799999999999995,47.0,19.0012,30
2011-01-10,0,1,12,0,1,1,2,1.4000000000000004,40.0,19.0012,52
2011-01-10,0,1,13,0,1,1,2,1.4000000000000004,40.0,19.0012,54
2011-01-10,0,1,14,0,1,1,2,1.4000000000000004,40.0,15.0013,47
2011-01-10,0,1,15,0,1,1,2,1.4000000000000004,40.0,15.0013,45
2011-01-10,0,1,16,0,1,1,1,1.4000000000000004,40.0,8.9981,74
2011-01-10,0,1,17,0,1,1,1,1.4000000000000004,40.0,7.0015,178
2011-01-10,0,1,18,0,1,1,1,1.4000000000000004,40.0,15.0013,155
2011-01-10,0,1,19,0,1,1,1,-0.4799999999999995,47.0,11.0014,95
2011-01-10,0,1,20,0,1,1,1,-0.4799999999999995,50.0,11.0014,74
2011-01-10,0,1,21,0,1,1,1,-1.419999999999999,59.0,12.998,38
2011-01-10,0,1,22,0,1,1,1,-1.419999999999999,59.0,11.0014,24
2011-01-10,0,1,23,0,1,1,1,-1.419999999999999,59.0,11.0014,18
2011-01-11,0,1,0,0,2,1,1,-1.419999999999999,59.0,7.0015,12
2011-01-11,0,1,1,0,2,1,1,-1.419999999999999,59.0,11.0014,3
2011-01-11,0,1,2,0,2,1,2,-0.4799999999999995,55.00000000000001,12.998,3
2011-01-11,0,1,5,0,2,1,2,-0.4799999999999995,55.00000000000001,8.9981,6
2011-01-11,0,1,6,0,2,1,2,-0.4799999999999995,55.00000000000001,8.9981,27
2011-01-11,0,1,7,0,2,1,2,-0.4799999999999995,55.00000000000001,0.0,99
2011-01-11,0,1,8,0,2,1,2,0.4599999999999991,51.0,6.0032,217
2011-01-11,0,1,9,0,2,1,2,0.4599999999999991,51.0,11.0014,130
2011-01-11,0,1,10,0,2,1,2,1.4000000000000004,51.0,11.0014,54
2011-01-11,0,1,11,0,2,1,2,1.4000000000000004,47.0,8.9981,35
2011-01-11,0,1,12,0,2,1,2,1.4000000000000004,51.0,7.0015,57
2011-01-11,0,1,13,0,2,1,2,1.4000000000000004,59.0,6.0032,52
2011-01-11,0,1,14,0,2,1,2,1.4000000000000004,59.0,6.0032,63
2011-01-11,0,1,15,0,2,1,2,-0.4799999999999995,80.0,6.0032,47
2011-01-11,0,1,16,0,2,1,2,-0.4799999999999995,86.0,15.0013,76
2011-01-11,0,1,17,0,2,1,2,-0.4799999999999995,86.0,15.0013,136
2011-01-11,0,1,18,0,2,1,3,-0.4799999999999995,93.0,7.0015,95
2011-01-11,0,1,19,0,2,1,3,-0.4799999999999995,93.0,0.0,51
2011-01-11,0,1,20,0,2,1,3,-0.4799999999999995,93.0,12.998,32
2011-01-11,0,1,21,0,2,1,3,-0.4799999999999995,86.0,6.0032,20
2011-01-11,0,1,22,0,2,1,3,-0.4799999999999995,93.0,7.0015,29
2011-01-11,0,1,23,0,2,1,3,-0.4799999999999995,93.0,6.0032,19
2011-01-12,0,1,0,0,3,1,2,-0.4799999999999995,86.0,6.0032,7
2011-01-12,0,1,1,0,3,1,2,-0.4799999999999995,86.0,7.0015,6
2011-01-12,0,1,2,0,3,1,1,-1.419999999999999,86.0,8.9981,1
2011-01-12,0,1,5,0,3,1,1,-1.419999999999999,86.0,11.0014,5
2011-01-12,0,1,6,0,3,1,1,-2.3600000000000003,93.0,8.9981,16
2011-01-12,0,1,7,0,3,1,1,-1.419999999999999,69.0,8.9981,54
2011-01-12,0,1,8,0,3,1,1,-0.4799999999999995,59.0,11.0014,128
2011-01-12,0,1,9,0,3,1,1,-0.4799999999999995,59.0,22.0028,81
2011-01-12,0,1,10,0,3,1,1,0.4599999999999991,55.00000000000001,15.0013,39
2011-01-12,0,1,11,0,3,1,1,1.4000000000000004,51.0,26.0027,35
2011-01-12,0,1,12,0,3,1,1,1.4000000000000004,47.0,39.0007,55
2011-01-12,0,1,13,0,3,1,1,2.34,44.0,23.9994,49
2011-01-12,0,1,14,0,3,1,1,1.4000000000000004,47.0,22.0028,44
2011-01-12,0,1,15,0,3,1,1,1.4000000000000004,47.0,27.9993,49
2011-01-12,0,1,16,0,3,1,1,2.34,44.0,22.0028,68
2011-01-12,0,1,17,0,3,1,1,1.4000000000000004,47.0,23.9994,139
2011-01-12,0,1,18,0,3,1,1,1.4000000000000004,47.0,35.0008,137
2011-01-12,0,1,19,0,3,1,1,0.4599999999999991,47.0,27.9993,83
2011-01-12,0,1,20,0,3,1,1,-0.4799999999999995,50.0,22.0028,56
2011-01-12,0,1,21,0,3,1,1,-0.4799999999999995,55.00000000000001,22.0028,57
2011-01-12,0,1,22,0,3,1,1,-0.4799999999999995,55.00000000000001,30.0026,33
2011-01-12,0,1,23,0,3,1,1,-1.419999999999999,59.0,27.9993,20
2011-01-13,0,1,0,0,4,1,1,-1.419999999999999,59.0,19.0012,7
2011-01-13,0,1,1,0,4,1,1,-1.419999999999999,50.0,19.0012,2
2011-01-13,0,1,2,0,4,1,1,-1.419999999999999,50.0,23.9994,2
2011-01-13,0,1,3,0,4,1,1,-1.419999999999999,50.0,22.0028,3
2011-01-13,0,1,4,0,4,1,1,-1.419999999999999,50.0,16.997899999999998,4
2011-01-13,0,1,5,0,4,1,1,-1.419999999999999,50.0,19.9995,3
2011-01-13,0,1,6,0,4,1,1,-2.3600000000000003,54.0,8.9981,28
2011-01-13,0,1,7,0,4,1,1,-2.3600000000000003,54.0,8.9981,72
2011-01-13,0,1,8,0,4,1,1,-1.419999999999999,50.0,12.998,202
2011-01-13,0,1,9,0,4,1,1,-1.419999999999999,50.0,22.0028,139
2011-01-13,0,1,10,0,4,1,2,-0.4799999999999995,50.0,23.9994,38
2011-01-13,0,1,11,0,4,1,2,1.4000000000000004,44.0,30.0026,37
2011-01-13,0,1,12,0,4,1,1,1.4000000000000004,44.0,27.9993,52
2011-01-13,0,1,13,0,4,1,1,2.34,41.0,30.0026,83
2011-01-13,0,1,14,0,4,1,1,2.34,41.0,26.0027,42
2011-01-13,0,1,15,0,4,1,1,3.28,38.0,19.9995,60
2011-01-13,0,1,16,0,4,1,1,3.28,38.0,23.9994,78
2011-01-13,0,1,17,0,4,1,1,1.4000000000000004,40.0,19.0012,162
2011-01-13,0,1,18,0,4,1,1,1.4000000000000004,40.0,22.0028,144
2011-01-13,0,1,19,0,4,1,1,-0.4799999999999995,47.0,16.997899999999998,99
2011-01-13,0,1,20,0,4,1,1,-0.4799999999999995,47.0,15.0013,64
2011-01-13,0,1,21,0,4,1,1,-1.419999999999999,46.0,19.9995,40
2011-01-13,0,1,22,0,4,1,1,-1.419999999999999,46.0,22.0028,30
2011-01-13,0,1,23,0,4,1,1,-2.3600000000000003,50.0,12.998,15
2011-01-14,0,1,0,0,5,1,1,-2.3600000000000003,50.0,12.998,14
2011-01-14,0,1,1,0,5,1,1,-3.3,54.0,11.0014,5
2011-01-14,0,1,2,0,5,1,1,-3.3,54.0,8.9981,1
2011-01-14,0,1,3,0,5,1,1,-3.3,54.0,7.0015,1
2011-01-14,0,1,5,0,5,1,1,-3.3,54.0,6.0032,8
2011-01-14,0,1,6,0,5,1,1,-3.3,54.0,0.0,17
2011-01-14,0,1,7,0,5,1,1,-3.3,74.0,11.0014,70
2011-01-14,0,1,8,0,5,1,1,-2.3600000000000003,68.0,0.0,158
2011-01-14,0,1,9,0,5,1,1,-1.419999999999999,69.0,8.9981,117
2011-01-14,0,1,10,0,5,1,1,0.4599999999999991,55.00000000000001,12.998,44
2011-01-14,0,1,11,0,5,1,1,0.4599999999999991,51.0,19.0012,53
2011-01-14,0,1,12,0,5,1,1,1.4000000000000004,44.0,16.997899999999998,61
2011-01-14,0,1,13,0,5,1,1,2.34,37.0,26.0027,77
2011-01-14,0,1,14,0,5,1,1,2.34,41.0,19.0012,64
2011-01-14,0,1,15,0,5,1,1,3.28,38.0,11.0014,68
2011-01-14,0,1,16,0,5,1,1,2.34,41.0,7.0015,90
2011-01-14,0,1,17,0,5,1,1,2.34,41.0,11.0014,159
2011-01-14,0,1,18,0,5,1,1,1.4000000000000004,47.0,0.0,139
2011-01-14,0,1,19,0,5,1,1,-0.4799999999999995,59.0,6.0032,92
2011-01-14,0,1,20,0,5,1,1,0.4599999999999991,59.0,0.0,68
2011-01-14,0,1,21,0,5,1,1,-0.4799999999999995,69.0,0.0,52
2011-01-14,0,1,22,0,5,1,2,-0.4799999999999995,69.0,0.0,36
2011-01-14,0,1,23,0,5,1,2,0.4599999999999991,55.00000000000001,0.0,27
2011-01-15,0,1,0,0,6,0,1,0.4599999999999991,55.00000000000001,0.0,28
2011-01-15,0,1,1,0,6,0,2,-0.4799999999999995,59.0,6.0032,20
2011-01-15,0,1,2,0,6,0,2,-0.4799999999999995,59.0,6.0032,12
2011-01-15,0,1,3,0,6,0,2,-0.4799999999999995,59.0,0.0,8
2011-01-15,0,1,4,0,6,0,2,-0.4799999999999995,59.0,0.0,5
2011-01-15,0,1,5,0,6,0,1,-0.4799999999999995,59.0,0.0,1
2011-01-15,0,1,6,0,6,0,1,-1.419999999999999,63.0,7.0015,3
2011-01-15,0,1,7,0,6,0,1,-1.419999999999999,63.0,0.0,10
2011-01-15,0,1,8,0,6,0,1,-1.419999999999999,63.0,8.9981,23
2011-01-15,0,1,9,0,6,0,1,-0.4799999999999995,64.0,8.9981,33
2011-01-15,0,1,10,0,6,0,1,0.4599999999999991,59.0,11.0014,59
2011-01-15,0,1,11,0,6,0,1,1.4000000000000004,55.00000000000001,15.0013,72
2011-01-15,0,1,12,0,6,0,1,3.28,48.0,15.0013,89
2011-01-15,0,1,13,0,6,0,1,5.160000000000002,38.0,19.9995,101
2011-01-15,0,1,14,0,6,0,1,6.1,39.0,19.0012,118
2011-01-15,0,1,15,0,6,0,2,7.040000000000001,36.0,12.998,129
2011-01-15,0,1,16,0,6,0,2,7.98,34.0,12.998,128
2011-01-15,0,1,17,0,6,0,2,7.040000000000001,36.0,19.0012,83
2011-01-15,0,1,18,0,6,0,2,6.1,45.0,16.997899999999998,84
2011-01-15,0,1,19,0,6,0,2,7.040000000000001,39.0,16.997899999999998,74
2011-01-15,0,1,20,0,6,0,2,7.040000000000001,39.0,16.997899999999998,41
2011-01-15,0,1,21,0,6,0,2,7.040000000000001,39.0,15.0013,57
